uID,variable,factor,.id,source,gray1.2,gray2.2,sex,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
197,2,Baby harms Adult,ML2_Slate2_CanadaEng_online_DEPLOY__carleton_r.csv,carleton,,2,1,carleton,carleton,carleton,Canada,"Carleton University, Ottawa, Canada",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Tversky.Gati|Hauser|Savani|Tversky|Hsee|Gray|Zaval|Shafir|Geissner|Ross.Slate2|Schwarz|Knobe|Zhong|Norenzayan,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection,7,Global,all,TRUE
198,3,Baby harms Adult,ML2_Slate2_CanadaEng_online_DEPLOY__carleton_r.csv,carleton,,3,1,carleton,carleton,carleton,Canada,"Carleton University, Ottawa, Canada",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Gray|Ross.Slate2|Shafir|Hauser|Tversky|Tversky.Gati|Savani|Schwarz|Geissner|Zaval|Zhong|Hsee|Risen|Knobe,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood,2,Global,all,TRUE
201,2,Baby harms Adult,ML2_Slate2_CanadaEng_online_DEPLOY__carleton_r.csv,carleton,,2,2,carleton,carleton,carleton,Canada,"Carleton University, Ottawa, Canada",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Hsee|Schwarz|Risen|Hauser|Shafir|Norenzayan|Tversky|Zhong|Geissner|Zaval|Tversky.Gati|Ross.Slate2|Savani|Gray,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five,15,Global,all,TRUE
202,1,Baby harms Adult,ML2_Slate2_CanadaEng_online_DEPLOY__carleton_r.csv,carleton,,1,2,carleton,carleton,carleton,Canada,"Carleton University, Ottawa, Canada",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Ross.Slate2|Hsee|Knobe|Shafir|Risen|Tversky|Schwarz|Zhong|Norenzayan|Tversky.Gati|Hauser|Geissner|Savani|Gray,ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection,15,Global,all,TRUE
206,4,Baby harms Adult,ML2_Slate2_CanadaEng_online_DEPLOY__carleton_r.csv,carleton,,4,2,carleton,carleton,carleton,Canada,"Carleton University, Ottawa, Canada",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Geissner|Ross.Slate2|Risen|Schwarz|Shafir|Gray|Zhong|Savani|Hsee|Zaval|Knobe|Hauser|Tversky.Gati|Tversky,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood,7,Global,all,TRUE
207,5,Baby harms Adult,ML2_Slate2_CanadaEng_online_DEPLOY__carleton_r.csv,carleton,,5,2,carleton,carleton,carleton,Canada,"Carleton University, Ottawa, Canada",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Hsee|Ross.Slate2|Zhong|Hauser|Zaval|Tversky|Schwarz|Norenzayan|Geissner|Gray|Shafir|Risen|Knobe|Savani,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood,11,Global,all,TRUE
208,3,Baby harms Adult,ML2_Slate2_CanadaEng_online_DEPLOY__carleton_r.csv,carleton,,3,2,carleton,carleton,carleton,Canada,"Carleton University, Ottawa, Canada",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Hauser|Shafir|Norenzayan|Knobe|Gray|Zhong|Hsee|Schwarz|Risen|Tversky|Savani|Tversky.Gati|Geissner|Ross.Slate2,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,6,Global,all,TRUE
209,6,Baby harms Adult,ML2_Slate2_CanadaEng_online_DEPLOY__carleton_r.csv,carleton,,6,2,carleton,carleton,carleton,Canada,"Carleton University, Ottawa, Canada",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Hauser|Ross.Slate2|Tversky.Gati|Savani|Tversky|Hsee|Geissner|Norenzayan|Schwarz|Gray|Knobe|Risen|Zaval|Zhong,ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE,11,Global,all,TRUE
213,5,Baby harms Adult,ML2_Slate2_CanadaEng_online_DEPLOY__carleton_r.csv,carleton,,5,2,carleton,carleton,carleton,Canada,"Carleton University, Ottawa, Canada",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Hsee|Ross.Slate2|Savani|Geissner|Shafir|Hauser|Risen|Zaval|Tversky|Schwarz|Zhong|Tversky.Gati|Knobe|Norenzayan,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five,1,Global,all,TRUE
215,5,Baby harms Adult,ML2_Slate2_CanadaEng_online_DEPLOY__carleton_r.csv,carleton,,5,4,carleton,carleton,carleton,Canada,"Carleton University, Ottawa, Canada",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Tversky.Gati|Norenzayan|Ross.Slate2|Hsee|Risen|Gray|Zaval|Zhong|Schwarz|Tversky|Geissner|Shafir|Hauser|Savani,ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five,7,Global,all,TRUE
218,5,Baby harms Adult,ML2_Slate2_CanadaEng_online_DEPLOY__carleton_r.csv,carleton,,5,4,carleton,carleton,carleton,Canada,"Carleton University, Ottawa, Canada",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Tversky.Gati|Hsee|Zhong|Tversky|Shafir|Ross.Slate2|Norenzayan|Hauser|Geissner|Gray|Knobe|Savani|Risen|Zaval,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,11,Global,all,TRUE
